Name,Number of Sockets,Cores,Mark,Thread Mark,TDP (W),Category,Prices,Release Date,Release Price,Power Perf.,Value,Thread Value
AMD Phenom II X3 B73,1,3,1538.0,1056.0,95.0,Desktop,"[(Timestamp('2014-06-09 00:00:00'), 75.0)]",,,16.189473684210526,20.506666666666668,14.08
Intel Atom C3538 @ 2.10GHz,1,4,1960.0,723.0,15.0,Server,"[(Timestamp('2017-07-01 00:00:00'), 75.0)]",2017-07-01,75.0,130.66666666666666,26.133333333333333,9.64
Intel Pentium Gold G5500T @ 3.20GHz,1,2,3259.0,1951.0,35.0,Desktop,"[(Timestamp('2018-04-01 00:00:00'), 75.0)]",2018-04-01,75.0,93.11428571428571,43.45333333333333,26.013333333333332
Intel Pentium Gold G6500T @ 3.50GHz,1,2,4005.0,2277.0,35.0,Desktop,"[(Timestamp('2020-04-01 00:00:00'), 75.0)]",2020-04-01,75.0,114.42857142857143,53.4,30.36
Intel Pentium Gold G6505 @ 4.20GHz,1,2,4378.0,2652.0,58.0,Desktop,"[(Timestamp('2021-01-01 00:00:00'), 75.0)]",2021-01-01,75.0,75.48275862068965,58.373333333333335,35.36
Intel Core i7-4770T @ 2.50GHz,1,4,5873.0,1904.0,45.0,Desktop,"[(Timestamp('2017-07-30 00:00:00'), 308.99), (Timestamp('2018-07-04 00:00:00'), 399.99), (Timestamp('2018-07-17 00:00:00'), 449.99), (Timestamp('2018-07-22 00:00:00'), 399.99), (Timestamp('2018-07-26 00:00:00'), 449.99), (Timestamp('2018-07-27 00:00:00'), 399.99), (Timestamp('2018-08-10 00:00:00'), 449.99), (Timestamp('2018-08-14 00:00:00'), 399.99), (Timestamp('2018-08-16 00:00:00'), 449.99), (Timestamp('2018-08-20 00:00:00'), 399.99), (Timestamp('2018-08-29 00:00:00'), 449.99), (Timestamp('2018-08-31 00:00:00'), 399.99), (Timestamp('2019-01-13 00:00:00'), 449.99), (Timestamp('2019-01-14 00:00:00'), 399.99), (Timestamp('2021-05-17 00:00:00'), 772.99), (Timestamp('2021-05-31 00:00:00'), 681.0), (Timestamp('2021-06-04 00:00:00'), 772.99), (Timestamp('2021-07-17 00:00:00'), 680.9), (Timestamp('2021-07-21 00:00:00'), 772.99), (Timestamp('2021-07-23 00:00:00'), 680.9), (Timestamp('2021-08-15 00:00:00'), 772.99), (Timestamp('2021-08-16 00:00:00'), 680.9), (Timestamp('2021-08-27 00:00:00'), 772.88), (Timestamp('2021-08-28 00:00:00'), 772.71), (Timestamp('2021-09-02 00:00:00'), 680.89), (Timestamp('2021-09-03 00:00:00'), 772.71), (Timestamp('2021-12-17 00:00:00'), 771.0), (Timestamp('2022-03-19 00:00:00'), 770.98), (Timestamp('2022-04-09 00:00:00'), 771.0), (Timestamp('2022-04-11 00:00:00'), 770.98), (Timestamp('2022-04-16 00:00:00'), 771.0), (Timestamp('2022-04-17 00:00:00'), 770.0), (Timestamp('2023-03-15 00:00:00'), 74.72), (Timestamp('2023-03-18 00:00:00'), 113.99), (Timestamp('2023-03-21 00:00:00'), 74.99), (Timestamp('2023-03-27 00:00:00'), 113.99), (Timestamp('2023-03-28 00:00:00'), 74.99), (Timestamp('2023-03-30 00:00:00'), 113.99), (Timestamp('2023-03-31 00:00:00'), 74.99), (Timestamp('2023-04-12 00:00:00'), 113.99), (Timestamp('2023-04-15 00:00:00'), 74.99), (Timestamp('2023-04-21 00:00:00'), 113.99), (Timestamp('2023-04-22 00:00:00'), 74.99)]",2017-07-30,308.99,130.51111111111112,19.007087608013205,6.162011715589501
Intel Xeon E5-2660 v4 @ 2.00GHz,1,14,15975.0,1720.0,105.0,Server,"[(Timestamp('2017-05-17 00:00:00'), 1494.71), (Timestamp('2017-05-22 00:00:00'), 1583.9), (Timestamp('2017-05-23 00:00:00'), 1497.67), (Timestamp('2017-05-30 00:00:00'), 1499.99), (Timestamp('2017-06-01 00:00:00'), 1497.67), (Timestamp('2017-06-02 00:00:00'), 1499.99), (Timestamp('2017-06-03 00:00:00'), 1497.67), (Timestamp('2017-06-04 00:00:00'), 1499.99), (Timestamp('2017-06-06 00:00:00'), 1497.67), (Timestamp('2017-06-07 00:00:00'), 1499.99), (Timestamp('2017-06-08 00:00:00'), 1497.67), (Timestamp('2017-06-10 00:00:00'), 1499.99), (Timestamp('2017-10-24 00:00:00'), 1498.77), (Timestamp('2019-03-01 00:00:00'), 1499.99), (Timestamp('2021-05-20 00:00:00'), 1249.45), (Timestamp('2021-06-05 00:00:00'), 470.05), (Timestamp('2021-07-03 00:00:00'), 468.45), (Timestamp('2021-07-10 00:00:00'), 470.05), (Timestamp('2021-08-28 00:00:00'), 468.45), (Timestamp('2021-09-04 00:00:00'), 292.5), (Timestamp('2021-09-07 00:00:00'), 468.45), (Timestamp('2021-09-12 00:00:00'), 292.5), (Timestamp('2021-10-20 00:00:00'), 477.95), (Timestamp('2021-10-21 00:00:00'), 292.5), (Timestamp('2021-10-24 00:00:00'), 227.5), (Timestamp('2021-11-05 00:00:00'), 477.95), (Timestamp('2021-11-06 00:00:00'), 227.5), (Timestamp('2021-11-07 00:00:00'), 477.95), (Timestamp('2021-11-09 00:00:00'), 227.5), (Timestamp('2021-11-18 00:00:00'), 477.95), (Timestamp('2021-11-21 00:00:00'), 227.5), (Timestamp('2021-11-23 00:00:00'), 477.95), (Timestamp('2021-12-04 00:00:00'), 475.95), (Timestamp('2021-12-12 00:00:00'), 227.5), (Timestamp('2021-12-13 00:00:00'), 475.95), (Timestamp('2021-12-14 00:00:00'), 324.64), (Timestamp('2021-12-21 00:00:00'), 357.5), (Timestamp('2022-01-11 00:00:00'), 324.64), (Timestamp('2022-01-12 00:00:00'), 325.0), (Timestamp('2022-01-13 00:00:00'), 320.5), (Timestamp('2022-01-23 00:00:00'), 195.0), (Timestamp('2022-02-01 00:00:00'), 475.95), (Timestamp('2022-02-04 00:00:00'), 195.0), (Timestamp('2022-02-09 00:00:00'), 475.95), (Timestamp('2022-02-10 00:00:00'), 195.0), (Timestamp('2022-02-13 00:00:00'), 475.95), (Timestamp('2022-02-14 00:00:00'), 195.0), (Timestamp('2022-02-15 00:00:00'), 475.95), (Timestamp('2022-02-16 00:00:00'), 195.0), (Timestamp('2022-02-18 00:00:00'), 475.95), (Timestamp('2022-02-19 00:00:00'), 195.0), (Timestamp('2022-02-26 00:00:00'), 475.95), (Timestamp('2022-03-06 00:00:00'), 320.25), (Timestamp('2022-03-07 00:00:00'), 475.95), (Timestamp('2022-03-10 00:00:00'), 195.0), (Timestamp('2022-03-11 00:00:00'), 475.95), (Timestamp('2022-03-19 00:00:00'), 195.0), (Timestamp('2022-03-22 00:00:00'), 475.95), (Timestamp('2022-03-23 00:00:00'), 195.0), (Timestamp('2022-03-24 00:00:00'), 475.95), (Timestamp('2022-03-25 00:00:00'), 320.25), (Timestamp('2022-03-26 00:00:00'), 302.64), (Timestamp('2022-03-27 00:00:00'), 475.95), (Timestamp('2022-03-28 00:00:00'), 302.39), (Timestamp('2022-03-29 00:00:00'), 475.95), (Timestamp('2022-03-30 00:00:00'), 302.39), (Timestamp('2022-04-01 00:00:00'), 195.0), (Timestamp('2022-04-02 00:00:00'), 475.95), (Timestamp('2022-04-09 00:00:00'), 195.0), (Timestamp('2022-04-10 00:00:00'), 269.31), (Timestamp('2022-04-12 00:00:00'), 254.45), (Timestamp('2022-04-14 00:00:00'), 195.0), (Timestamp('2022-04-15 00:00:00'), 254.45), (Timestamp('2022-04-27 00:00:00'), 195.0), (Timestamp('2022-04-30 00:00:00'), 268.14), (Timestamp('2022-05-02 00:00:00'), 254.45), (Timestamp('2022-05-03 00:00:00'), 267.55), (Timestamp('2022-05-05 00:00:00'), 254.45), (Timestamp('2022-05-13 00:00:00'), 195.0), (Timestamp('2022-05-16 00:00:00'), 254.45), (Timestamp('2022-05-18 00:00:00'), 267.55), (Timestamp('2022-05-19 00:00:00'), 254.45), (Timestamp('2022-05-20 00:00:00'), 267.55), (Timestamp('2022-05-22 00:00:00'), 254.45), (Timestamp('2022-05-31 00:00:00'), 253.45), (Timestamp('2022-06-06 00:00:00'), 254.2), (Timestamp('2022-06-07 00:00:00'), 253.45), (Timestamp('2022-06-10 00:00:00'), 254.2), (Timestamp('2022-06-13 00:00:00'), 169.0), (Timestamp('2022-06-25 00:00:00'), 253.45), (Timestamp('2022-06-27 00:00:00'), 254.2), (Timestamp('2022-06-28 00:00:00'), 253.45), (Timestamp('2022-06-29 00:00:00'), 254.2), (Timestamp('2022-06-30 00:00:00'), 253.45), (Timestamp('2022-07-01 00:00:00'), 169.0), (Timestamp('2022-07-07 00:00:00'), 253.45), (Timestamp('2022-07-13 00:00:00'), 169.0), (Timestamp('2022-07-16 00:00:00'), 253.45), (Timestamp('2022-07-20 00:00:00'), 169.0), (Timestamp('2022-07-29 00:00:00'), 253.45), (Timestamp('2022-08-03 00:00:00'), 267.93), (Timestamp('2022-08-04 00:00:00'), 169.0), (Timestamp('2022-08-06 00:00:00'), 253.45), (Timestamp('2022-08-10 00:00:00'), 267.93), (Timestamp('2022-08-13 00:00:00'), 249.45), (Timestamp('2022-08-14 00:00:00'), 267.93), (Timestamp('2022-08-20 00:00:00'), 249.45), (Timestamp('2022-08-21 00:00:00'), 267.93), (Timestamp('2022-08-22 00:00:00'), 249.45), (Timestamp('2022-08-26 00:00:00'), 262.68), (Timestamp('2022-08-27 00:00:00'), 267.93), (Timestamp('2022-08-28 00:00:00'), 169.0), (Timestamp('2022-09-14 00:00:00'), 262.68), (Timestamp('2022-09-16 00:00:00'), 169.0), (Timestamp('2022-09-20 00:00:00'), 262.68), (Timestamp('2022-09-21 00:00:00'), 169.0), (Timestamp('2022-09-23 00:00:00'), 248.45), (Timestamp('2022-09-24 00:00:00'), 249.2), (Timestamp('2022-09-25 00:00:00'), 169.0), (Timestamp('2022-09-28 00:00:00'), 248.45), (Timestamp('2022-09-29 00:00:00'), 249.2), (Timestamp('2022-10-01 00:00:00'), 248.45), (Timestamp('2022-10-02 00:00:00'), 249.2), (Timestamp('2022-10-03 00:00:00'), 262.68), (Timestamp('2022-10-04 00:00:00'), 249.2), (Timestamp('2022-10-06 00:00:00'), 248.45), (Timestamp('2022-10-07 00:00:00'), 249.2), (Timestamp('2022-10-09 00:00:00'), 248.45), (Timestamp('2022-10-10 00:00:00'), 119.0), (Timestamp('2022-10-12 00:00:00'), 262.68), (Timestamp('2022-10-13 00:00:00'), 119.0), (Timestamp('2022-10-14 00:00:00'), 248.45), (Timestamp('2022-10-15 00:00:00'), 262.68), (Timestamp('2022-10-16 00:00:00'), 119.0), (Timestamp('2022-10-17 00:00:00'), 249.2), (Timestamp('2022-10-18 00:00:00'), 262.68), (Timestamp('2022-10-19 00:00:00'), 249.2), (Timestamp('2022-10-20 00:00:00'), 247.45), (Timestamp('2022-10-21 00:00:00'), 249.2), (Timestamp('2022-10-22 00:00:00'), 247.45), (Timestamp('2022-10-23 00:00:00'), 262.68), (Timestamp('2022-10-24 00:00:00'), 247.2), (Timestamp('2022-10-27 00:00:00'), 257.27), (Timestamp('2022-10-29 00:00:00'), 247.2), (Timestamp('2022-11-18 00:00:00'), 119.0), (Timestamp('2022-11-22 00:00:00'), 246.45), (Timestamp('2022-11-23 00:00:00'), 247.2), (Timestamp('2022-11-26 00:00:00'), 257.27), (Timestamp('2022-11-27 00:00:00'), 246.45), (Timestamp('2022-11-28 00:00:00'), 257.27), (Timestamp('2022-11-29 00:00:00'), 246.45), (Timestamp('2022-12-01 00:00:00'), 257.27), (Timestamp('2022-12-02 00:00:00'), 246.45), (Timestamp('2022-12-03 00:00:00'), 262.68), (Timestamp('2022-12-05 00:00:00'), 233.53), (Timestamp('2022-12-07 00:00:00'), 246.45), (Timestamp('2022-12-08 00:00:00'), 233.53), (Timestamp('2022-12-09 00:00:00'), 247.2), (Timestamp('2022-12-10 00:00:00'), 246.45), (Timestamp('2022-12-15 00:00:00'), 227.94), (Timestamp('2022-12-16 00:00:00'), 246.45), (Timestamp('2022-12-17 00:00:00'), 233.53), (Timestamp('2022-12-18 00:00:00'), 226.45), (Timestamp('2022-12-19 00:00:00'), 247.2), (Timestamp('2022-12-21 00:00:00'), 233.53), (Timestamp('2022-12-22 00:00:00'), 226.45), (Timestamp('2022-12-24 00:00:00'), 247.2), (Timestamp('2022-12-27 00:00:00'), 233.53), (Timestamp('2022-12-28 00:00:00'), 226.45), (Timestamp('2022-12-30 00:00:00'), 233.53), (Timestamp('2022-12-31 00:00:00'), 226.45), (Timestamp('2023-01-07 00:00:00'), 233.53), (Timestamp('2023-01-08 00:00:00'), 226.45), (Timestamp('2023-01-09 00:00:00'), 233.53), (Timestamp('2023-01-10 00:00:00'), 226.45), (Timestamp('2023-01-22 00:00:00'), 225.0), (Timestamp('2023-01-23 00:00:00'), 226.45), (Timestamp('2023-01-24 00:00:00'), 225.0), (Timestamp('2023-01-25 00:00:00'), 226.45), (Timestamp('2023-02-03 00:00:00'), 105.0), (Timestamp('2023-03-18 00:00:00'), 59.0), (Timestamp('2023-04-15 00:00:00'), 124.0), (Timestamp('2023-04-22 00:00:00'), 74.9)]",2017-05-17,1494.71,152.14285714285714,10.687691926862067,1.1507248897779503
Intel Core i3-10105F @ 3.70GHz,1,4,9062.0,2665.0,84.13982084690555,Desktop,"[(Timestamp('2021-05-22 00:00:00'), 166.61), (Timestamp('2021-05-26 00:00:00'), 154.61), (Timestamp('2021-07-27 00:00:00'), 219.99), (Timestamp('2021-08-03 00:00:00'), 122.29), (Timestamp('2021-08-07 00:00:00'), 120.0), (Timestamp('2021-08-10 00:00:00'), 122.29), (Timestamp('2021-08-26 00:00:00'), 116.96), (Timestamp('2021-08-31 00:00:00'), 122.29), (Timestamp('2021-09-02 00:00:00'), 116.96), (Timestamp('2021-09-12 00:00:00'), 115.18), (Timestamp('2021-09-24 00:00:00'), 115.17), (Timestamp('2021-09-25 00:00:00'), 115.18), (Timestamp('2021-10-06 00:00:00'), 199.61), (Timestamp('2021-10-07 00:00:00'), 115.18), (Timestamp('2021-10-09 00:00:00'), 96.89), (Timestamp('2021-10-12 00:00:00'), 115.18), (Timestamp('2021-10-13 00:00:00'), 96.89), (Timestamp('2021-10-14 00:00:00'), 115.18), (Timestamp('2021-10-24 00:00:00'), 114.49), (Timestamp('2021-10-25 00:00:00'), 115.09), (Timestamp('2021-10-26 00:00:00'), 110.6), (Timestamp('2021-10-31 00:00:00'), 93.89), (Timestamp('2021-11-01 00:00:00'), 110.6), (Timestamp('2021-11-10 00:00:00'), 115.18), (Timestamp('2021-11-11 00:00:00'), 117.47), (Timestamp('2021-11-13 00:00:00'), 115.18), (Timestamp('2021-11-16 00:00:00'), 112.32), (Timestamp('2021-11-20 00:00:00'), 115.66), (Timestamp('2021-11-25 00:00:00'), 117.88), (Timestamp('2021-12-01 00:00:00'), 130.37), (Timestamp('2021-12-02 00:00:00'), 99.99), (Timestamp('2021-12-06 00:00:00'), 114.88), (Timestamp('2021-12-07 00:00:00'), 99.99), (Timestamp('2021-12-08 00:00:00'), 112.55), (Timestamp('2021-12-09 00:00:00'), 99.99), (Timestamp('2021-12-12 00:00:00'), 112.55), (Timestamp('2021-12-13 00:00:00'), 93.98), (Timestamp('2021-12-17 00:00:00'), 99.99), (Timestamp('2021-12-21 00:00:00'), 114.82), (Timestamp('2021-12-22 00:00:00'), 99.99), (Timestamp('2021-12-28 00:00:00'), 92.73), (Timestamp('2021-12-29 00:00:00'), 92.18), (Timestamp('2021-12-30 00:00:00'), 93.23), (Timestamp('2022-01-02 00:00:00'), 99.99), (Timestamp('2022-01-03 00:00:00'), 93.23), (Timestamp('2022-01-04 00:00:00'), 93.13), (Timestamp('2022-01-05 00:00:00'), 99.99), (Timestamp('2022-01-08 00:00:00'), 111.22), (Timestamp('2022-01-10 00:00:00'), 91.73), (Timestamp('2022-01-11 00:00:00'), 99.99), (Timestamp('2022-01-12 00:00:00'), 113.47), (Timestamp('2022-01-13 00:00:00'), 93.98), (Timestamp('2022-01-25 00:00:00'), 98.01), (Timestamp('2022-01-26 00:00:00'), 88.95), (Timestamp('2022-01-27 00:00:00'), 93.98), (Timestamp('2022-01-28 00:00:00'), 88.95), (Timestamp('2022-02-01 00:00:00'), 93.98), (Timestamp('2022-02-02 00:00:00'), 88.95), (Timestamp('2022-02-12 00:00:00'), 87.99), (Timestamp('2022-02-19 00:00:00'), 96.12), (Timestamp('2022-02-20 00:00:00'), 87.99), (Timestamp('2022-02-23 00:00:00'), 95.69), (Timestamp('2022-02-24 00:00:00'), 96.12), (Timestamp('2022-02-25 00:00:00'), 87.99), (Timestamp('2022-03-09 00:00:00'), 95.69), (Timestamp('2022-03-10 00:00:00'), 87.99), (Timestamp('2022-03-17 00:00:00'), 92.96), (Timestamp('2022-03-18 00:00:00'), 87.99), (Timestamp('2022-03-23 00:00:00'), 96.12), (Timestamp('2022-03-24 00:00:00'), 87.99), (Timestamp('2022-04-08 00:00:00'), 95.69), (Timestamp('2022-04-09 00:00:00'), 87.99), (Timestamp('2022-04-17 00:00:00'), 97.4), (Timestamp('2022-04-18 00:00:00'), 87.99), (Timestamp('2022-04-19 00:00:00'), 83.99), (Timestamp('2022-05-01 00:00:00'), 85.49), (Timestamp('2022-05-02 00:00:00'), 87.67), (Timestamp('2022-05-03 00:00:00'), 78.99), (Timestamp('2022-05-10 00:00:00'), 80.05), (Timestamp('2022-05-11 00:00:00'), 78.99), (Timestamp('2022-05-14 00:00:00'), 78.99), (Timestamp('2022-05-21 00:00:00'), 78.99), (Timestamp('2022-05-22 00:00:00'), 85.99), (Timestamp('2022-05-23 00:00:00'), 80.22), (Timestamp('2022-05-25 00:00:00'), 78.99), (Timestamp('2022-06-04 00:00:00'), 89.55), (Timestamp('2022-06-05 00:00:00'), 78.99), (Timestamp('2022-06-16 00:00:00'), 88.11), (Timestamp('2022-06-17 00:00:00'), 107.0), (Timestamp('2022-06-18 00:00:00'), 88.11), (Timestamp('2022-06-28 00:00:00'), 85.49), (Timestamp('2022-06-29 00:00:00'), 88.11), (Timestamp('2022-07-08 00:00:00'), 95.96), (Timestamp('2022-07-12 00:00:00'), 99.99), (Timestamp('2022-07-13 00:00:00'), 95.93), (Timestamp('2022-07-16 00:00:00'), 95.91), (Timestamp('2022-07-25 00:00:00'), 84.65), (Timestamp('2022-07-26 00:00:00'), 95.91), (Timestamp('2022-07-28 00:00:00'), 84.65), (Timestamp('2022-07-29 00:00:00'), 95.84), (Timestamp('2022-08-06 00:00:00'), 90.7), (Timestamp('2022-08-14 00:00:00'), 78.99), (Timestamp('2022-08-18 00:00:00'), 85.19), (Timestamp('2022-08-19 00:00:00'), 85.99), (Timestamp('2022-08-20 00:00:00'), 95.72), (Timestamp('2022-08-22 00:00:00'), 85.99), (Timestamp('2022-08-23 00:00:00'), 95.72), (Timestamp('2022-08-24 00:00:00'), 85.99), (Timestamp('2022-08-26 00:00:00'), 78.99), (Timestamp('2022-09-25 00:00:00'), 109.99), (Timestamp('2022-09-26 00:00:00'), 78.99), (Timestamp('2022-09-28 00:00:00'), 109.99), (Timestamp('2022-09-30 00:00:00'), 78.99), (Timestamp('2022-10-08 00:00:00'), 80.99), (Timestamp('2022-10-19 00:00:00'), 108.99), (Timestamp('2022-10-20 00:00:00'), 80.99), (Timestamp('2022-11-16 00:00:00'), 107.49), (Timestamp('2022-11-17 00:00:00'), 79.97), (Timestamp('2022-11-18 00:00:00'), 80.99), (Timestamp('2022-11-21 00:00:00'), 79.97), (Timestamp('2022-11-22 00:00:00'), 104.98), (Timestamp('2022-11-23 00:00:00'), 104.48), (Timestamp('2022-11-24 00:00:00'), 102.99), (Timestamp('2022-11-25 00:00:00'), 102.49), (Timestamp('2022-11-26 00:00:00'), 80.99), (Timestamp('2022-12-05 00:00:00'), 99.48), (Timestamp('2022-12-06 00:00:00'), 85.19), (Timestamp('2022-12-07 00:00:00'), 81.97), (Timestamp('2022-12-13 00:00:00'), 107.99), (Timestamp('2022-12-14 00:00:00'), 107.49), (Timestamp('2022-12-15 00:00:00'), 106.49), (Timestamp('2022-12-16 00:00:00'), 83.08), (Timestamp('2022-12-17 00:00:00'), 104.49), (Timestamp('2022-12-18 00:00:00'), 83.09), (Timestamp('2022-12-19 00:00:00'), 103.96), (Timestamp('2022-12-20 00:00:00'), 83.05), (Timestamp('2022-12-21 00:00:00'), 102.49), (Timestamp('2022-12-22 00:00:00'), 79.99), (Timestamp('2022-12-23 00:00:00'), 108.99), (Timestamp('2022-12-24 00:00:00'), 79.89), (Timestamp('2023-01-07 00:00:00'), 99.1), (Timestamp('2023-01-08 00:00:00'), 88.67), (Timestamp('2023-01-10 00:00:00'), 85.19), (Timestamp('2023-01-11 00:00:00'), 83.54), (Timestamp('2023-01-12 00:00:00'), 79.89), (Timestamp('2023-01-17 00:00:00'), 99.29), (Timestamp('2023-01-18 00:00:00'), 85.19), (Timestamp('2023-01-19 00:00:00'), 79.89), (Timestamp('2023-01-20 00:00:00'), 80.98), (Timestamp('2023-01-26 00:00:00'), 99.29), (Timestamp('2023-01-27 00:00:00'), 80.98), (Timestamp('2023-01-28 00:00:00'), 79.0), (Timestamp('2023-01-31 00:00:00'), 80.98), (Timestamp('2023-02-01 00:00:00'), 79.0), (Timestamp('2023-02-07 00:00:00'), 109.99), (Timestamp('2023-02-08 00:00:00'), 77.0), (Timestamp('2023-02-12 00:00:00'), 82.48), (Timestamp('2023-02-15 00:00:00'), 109.99), (Timestamp('2023-02-16 00:00:00'), 82.48), (Timestamp('2023-02-18 00:00:00'), 76.9), (Timestamp('2023-02-19 00:00:00'), 109.99), (Timestamp('2023-02-20 00:00:00'), 76.9), (Timestamp('2023-02-21 00:00:00'), 109.99), (Timestamp('2023-02-22 00:00:00'), 76.9), (Timestamp('2023-02-24 00:00:00'), 82.48), (Timestamp('2023-03-01 00:00:00'), 76.9), (Timestamp('2023-03-03 00:00:00'), 79.49), (Timestamp('2023-03-04 00:00:00'), 76.9), (Timestamp('2023-03-10 00:00:00'), 109.99), (Timestamp('2023-03-12 00:00:00'), 76.9), (Timestamp('2023-03-14 00:00:00'), 109.99), (Timestamp('2023-03-15 00:00:00'), 76.9), (Timestamp('2023-03-17 00:00:00'), 109.99), (Timestamp('2023-03-19 00:00:00'), 76.9), (Timestamp('2023-03-20 00:00:00'), 109.99), (Timestamp('2023-03-24 00:00:00'), 74.59), (Timestamp('2023-03-24 00:00:00'), 76.9), (Timestamp('2023-03-25 00:00:00'), 109.99), (Timestamp('2023-03-26 00:00:00'), 76.9), (Timestamp('2023-03-27 00:00:00'), 109.99), (Timestamp('2023-03-29 00:00:00'), 76.9), (Timestamp('2023-03-31 00:00:00'), 109.99), (Timestamp('2023-04-01 00:00:00'), 76.9), (Timestamp('2023-04-06 00:00:00'), 109.99), (Timestamp('2023-04-07 00:00:00'), 76.9), (Timestamp('2023-04-08 00:00:00'), 109.99), (Timestamp('2023-04-22 00:00:00'), 78.41)]",2021-05-22,166.61,107.701679285585,54.39049276754096,15.995438449072683
AMD Phenom II X6 1065T,1,6,3370.0,1360.0,95.0,Desktop,"[(Timestamp('2021-05-30 00:00:00'), 129.99), (Timestamp('2021-06-03 00:00:00'), 159.0), (Timestamp('2021-07-17 00:00:00'), 128.86), (Timestamp('2021-07-21 00:00:00'), 126.88), (Timestamp('2021-07-24 00:00:00'), 125.88), (Timestamp('2021-07-29 00:00:00'), 128.86), (Timestamp('2021-07-30 00:00:00'), 125.88), (Timestamp('2021-08-03 00:00:00'), 128.86), (Timestamp('2021-08-04 00:00:00'), 125.88), (Timestamp('2021-08-05 00:00:00'), 125.85), (Timestamp('2021-08-07 00:00:00'), 125.88), (Timestamp('2021-08-08 00:00:00'), 125.85), (Timestamp('2021-08-13 00:00:00'), 119.98), (Timestamp('2021-08-16 00:00:00'), 125.77), (Timestamp('2021-08-17 00:00:00'), 119.98), (Timestamp('2021-08-19 00:00:00'), 99.98), (Timestamp('2023-03-08 00:00:00'), 80.0), (Timestamp('2023-03-09 00:00:00'), 76.3), (Timestamp('2023-03-10 00:00:00'), 80.0), (Timestamp('2023-03-11 00:00:00'), 76.2), (Timestamp('2023-03-13 00:00:00'), 80.0), (Timestamp('2023-03-15 00:00:00'), 76.2), (Timestamp('2023-03-20 00:00:00'), 80.0), (Timestamp('2023-03-22 00:00:00'), 76.2), (Timestamp('2023-03-23 00:00:00'), 80.0), (Timestamp('2023-03-24 00:00:00'), 76.2), (Timestamp('2023-03-26 00:00:00'), 80.0), (Timestamp('2023-03-29 00:00:00'), 76.2), (Timestamp('2023-03-31 00:00:00'), 80.0), (Timestamp('2023-04-01 00:00:00'), 76.0), (Timestamp('2023-04-06 00:00:00'), 75.9), (Timestamp('2023-04-07 00:00:00'), 75.86), (Timestamp('2023-04-08 00:00:00'), 75.74), (Timestamp('2023-04-09 00:00:00'), 75.65), (Timestamp('2023-04-11 00:00:00'), 75.42), (Timestamp('2023-04-12 00:00:00'), 75.46), (Timestamp('2023-04-13 00:00:00'), 75.34), (Timestamp('2023-04-14 00:00:00'), 75.25), (Timestamp('2023-04-15 00:00:00'), 75.18), (Timestamp('2023-04-17 00:00:00'), 75.06), (Timestamp('2023-04-18 00:00:00'), 74.9), (Timestamp('2023-04-19 00:00:00'), 74.77), (Timestamp('2023-04-21 00:00:00'), 74.54), (Timestamp('2023-04-22 00:00:00'), 74.3), (Timestamp('2023-04-24 00:00:00'), 71.56)]",2021-05-30,129.99,35.473684210526315,25.925071159319945,10.462343257173629
AMD PRO A6-9500,1,2,1754.0,1502.0,65.0,Desktop,"[(Timestamp('2017-02-06 00:00:00'), 74.0)]",2017-02-06,74.0,26.984615384615385,23.7027027027027,20.2972972972973
AMD PRO A6-9500E,1,2,1662.0,1493.0,35.0,Desktop,"[(Timestamp('2017-02-06 00:00:00'), 74.0)]",2017-02-06,74.0,47.48571428571429,22.45945945945946,20.175675675675677
Intel Pentium G6951 @ 2.80GHz,1,2,1383.0,1173.0,73.0,Desktop,"[(Timestamp('2022-09-21 00:00:00'), 74.0)]",,,18.945205479452056,18.68918918918919,15.85135135135135
Intel Atom x7-Z8700 @ 1.60GHz,1,4,1342.0,651.0,4.0,Laptop,"[(Timestamp('2017-09-10 00:00:00'), 73.63)]",,,335.5,18.2262664674725,8.84150482140432
